LOC130453517	XP_056650550.1
RIMS2	XP_056679181.1
RIMS2	XP_056679210.1
RIMS2	XP_056679186.1
RIMS2	XP_056679185.1
RIMS2	XP_056679190.1
RIMS2	XP_056679188.1
RIMS2	XP_007488262.1
RIMS2	XP_056679212.1
RIMS2	XP_056679214.1
RIMS2	XP_056679213.1
RIMS2	XP_056679204.1
RIMS2	XP_056679196.1
RIMS2	XP_056679197.1
RIMS2	XP_056679192.1
RIMS2	XP_056679199.1
RIMS2	XP_056679216.1
RIMS2	XP_056679215.1
RIMS2	XP_056679198.1
RIMS2	XP_007488264.1
RIMS2	XP_056679208.1
RIMS2	XP_056679193.1
RIMS2	XP_056679201.1
RIMS2	XP_056679191.1
RIMS2	XP_056679195.1
RIMS2	XP_056679206.1
RIMS2	XP_007488265.1
RIMS2	XP_056679194.1
RIMS2	XP_056679203.1
RIMS2	XP_056679202.1
RIMS2	XP_056679207.1
RIMS2	XP_056679205.1
RIMS2	XP_056679209.1
RIMS2	XP_007488258.1
DCAF13	XP_001369420.1
SLC25A32	XP_007488251.1
CTHRC1	XP_001380384.2
FZD6	XP_007488247.1
FZD6	XP_007488246.1
FZD6	XP_007488248.1
LOC100030989	XP_056676841.1
BAALC	XP_007488244.1
BAALC	XP_007488243.1
ATP6V1C1	XP_007488241.1
ATP6V1C1	XP_007488240.1
ATP6V1C1	XP_056679217.1
ATP6V1C1	XP_016287338.1
AZIN1	NP_001278355.1
AZIN1	XP_056676192.1
AZIN1	XP_056676194.1
AZIN1	XP_007488237.2
AZIN1	XP_056676193.1
AZIN1	XP_007488238.2
AZIN1	XP_056676195.1
KLF10	XP_001369299.1
ODF1	XP_007488236.1
ODF1	XP_001380297.1
UBR5	XP_056679218.1
UBR5	XP_056679222.1
UBR5	XP_056679219.1
UBR5	XP_056679220.1
UBR5	XP_056679221.1
RRM2B	XP_016287335.1
RRM2B	XP_007488234.1
NCALD	XP_056679223.1
NCALD	XP_007488232.1
NCALD	XP_007488233.1
GRHL2	XP_007488230.1
GRHL2	XP_007488231.1
GRHL2	XP_007488229.1
ZNF706	XP_056679227.1
ZNF706	XP_056679224.1
ZNF706	XP_056679226.1
YWHAZ	XP_007488226.1
YWHAZ	XP_001380146.2
YWHAZ	XP_056679230.1
YWHAZ	XP_056679228.1
YWHAZ	XP_056679231.1
YWHAZ	XP_056679233.1
YWHAZ	XP_056679229.1
YWHAZ	XP_056679232.1
PABPC1	XP_056679234.1
PABPC1	XP_056679235.1
SNX31	XP_056679236.1
ANKRD46	XP_016287327.1
ANKRD46	XP_007488223.1
ANKRD46	XP_056679239.1
ANKRD46	XP_056679238.1
ANKRD46	XP_056679237.1
RNF19A	XP_007488222.2
RNF19A	XP_056679241.1
RNF19A	XP_056679243.1
RNF19A	XP_056679242.1
RNF19A	XP_056679244.1
RNF19A	XP_056679245.1
SPAG1	XP_056679247.1
SPAG1	XP_056679246.1
FBXO43	XP_001380006.2
RGS22	XP_056679249.1
RGS22	XP_056679250.1
LOC100030489	XP_001379985.1
VPS13B	XP_056676742.1
VPS13B	XP_056676741.1
VPS13B	XP_056676738.1
VPS13B	XP_056676743.1
VPS13B	XP_056676740.1
VPS13B	XP_056676739.1
VPS13B	XP_056676744.1
VPS13B	XP_056676745.1
OSR2	XP_056679251.1
OSR2	XP_056679252.1
LOC100030434	XP_056677020.1
STK3	XP_056679255.1
STK3	XP_056679253.1
STK3	XP_056679257.1
STK3	XP_056679256.1
STK3	XP_056679259.1
STK3	XP_056679258.1
KCNS2	XP_007488218.1
KCNS2	XP_056679260.1
KCNS2	XP_056679262.1
NIPAL2	XP_001379911.2
NIPAL2	XP_007488214.1
LOC100030385	XP_056677021.1
POP1	XP_001369084.1
RIDA	XP_007488213.1
LOC103102651	XP_007488211.1
ERICH5	XP_016287314.1
ERICH5	XP_007488209.1
ERICH5	XP_007488210.1
RPL30	XP_007488208.1
MATN2	XP_056679264.1
LAPTM4B	XP_007488207.1
MTDH	XP_056679269.1
MTDH	XP_056679268.1
MTDH	XP_056679267.1
MTDH	XP_056679266.1
LOC107649488	XP_016279143.2
LOC100030238	XP_056679270.1
CPQ	XP_001379783.2
CPQ	XP_007488204.2
CPQ	XP_007488205.2
SDC2	XP_007488203.1
PTDSS1	XP_001369022.1
MTERF3	XP_007488202.2
MTERF3	XP_001379738.3
LOC100030139	XP_007488201.1
LOC100030139	XP_056679272.1
GDF6	XP_001379716.3
LOC130458083	XP_056677022.1
CFAP418	XP_056679275.1
CFAP418	XP_007488196.1
PLEKHF2	XP_007488193.1
PLEKHF2	XP_007488194.1
PLEKHF2	XP_056679276.1
NDUFAF6	XP_001379587.1
NDUFAF6	XP_056679279.1
NDUFAF6	XP_056679281.1
NDUFAF6	XP_056679278.1
NDUFAF6	XP_056679280.1
TP53INP1	XP_007488191.1
TP53INP1	XP_001368955.1
TP53INP1	XP_007488190.1
TP53INP1	XP_056679287.1
CCNE2	XP_007488192.2
CCNE2	XP_001368893.1
CCNE2	XP_056679286.1
INTS8	XP_016287309.1
INTS8	XP_001368856.1
INTS8	XP_016287311.1
INTS8	XP_056679282.1
INTS8	XP_056679283.1
INTS8	XP_016287310.1
DPY19L4	XP_007488182.2
DPY19L4	XP_007488183.2
ESRP1	XP_001379501.2
ESRP1	XP_007488184.1
ESRP1	XP_007488185.1
ESRP1	XP_007488186.1
ESRP1	XP_007488187.1
VIRMA	XP_056679288.1
VIRMA	XP_056679290.1
RAD54B	XP_007488180.2
RAD54B	XP_056679291.1
RAD54B	XP_007488178.2
RAD54B	XP_007488181.2
RAD54B	XP_056679292.1
FSBP	XP_001379456.2
GEM	XP_001368797.1
CDH17	XP_007488177.1
PDP1	XP_007488173.2
PDP1	XP_007488175.1
PDP1	XP_007488174.1
PDP1	XP_007488176.1
PDP1	XP_056679295.1
TMEM67	XP_007488171.2
TMEM67	XP_056679296.1
TMEM67	XP_056679299.1
TMEM67	XP_056679297.1
TMEM67	XP_016287305.2
TMEM67	XP_007488172.2
TMEM67	XP_016287304.2
TMEM67	XP_001379403.2
TMEM67	XP_007488170.2
RBM12B	XP_007488169.1
RBM12B	XP_016287306.1
RBM12B	XP_056679300.1
CIBAR1	XP_007488168.1
LOC100029657	XP_056676843.1
TRIQK	XP_007488166.1
TRIQK	XP_056679303.1
TRIQK	XP_007488164.1
TRIQK	XP_007488161.1
TRIQK	XP_007488162.1
TRIQK	XP_007488165.1
TRIQK	XP_056679304.1
TRIQK	XP_007488163.1
TRIQK	XP_016287303.1
TRIQK	XP_003340709.1
RUNX1T1	XP_007488157.1
RUNX1T1	XP_007488156.1
RUNX1T1	XP_007488159.1
RUNX1T1	XP_056679305.1
SLC26A7	XP_056679306.1
SLC26A7	XP_056679308.1
SLC26A7	XP_007488154.2
LOC100029533	XP_056679309.1
LRRC69	XP_007488149.2
LRRC69	XP_007488148.2
LRRC69	XP_007488150.2
OTUD6B	XP_056679312.1
OTUD6B	XP_056679310.1
OTUD6B	XP_007488151.1
OTUD6B	XP_056679311.1
PIP4P2	XP_001368693.1
PIP4P2	XP_007488147.1
C3H8orf88	XP_056679315.1
C3H8orf88	XP_056679314.1
NECAB1	XP_001368659.1
NECAB1	XP_056679313.1
TMEM64	XP_056679316.1
TMEM64	XP_001379196.2
TMEM64	XP_016287300.1
TMEM64	XP_016287299.2
CALB1	XP_001368626.1
DECR1	XP_056679320.1
DECR1	XP_007488142.1
NBN	XP_056679317.1
NBN	XP_007488139.2
NBN	XP_007488140.2
NBN	XP_007488141.2
NBN	XP_056679318.1
OSGIN2	XP_001368562.2
LOC100619754	XP_016287298.2
RIPK2	XP_016287297.1
LOC100029344	XP_056676844.1
LOC103095707	XP_056679321.1
MMP16	XP_001368525.1
CNBD1	XP_007488131.1
CNBD1	XP_056679324.1
CNBD1	XP_007488136.1
CNBD1	XP_007488133.1
CNBD1	XP_056679322.1
CNBD1	XP_056679323.1
CNBD1	XP_007488135.1
CNGB3	XP_056677024.1
CPNE3	XP_056679331.1
CPNE3	XP_001368496.1
RMDN1	XP_007488129.1
RMDN1	XP_016287295.2
WWP1	XP_056679327.1
WWP1	XP_007488126.2
WWP1	XP_007488128.2
WWP1	XP_007488125.2
WWP1	XP_056679328.1
WWP1	XP_056679326.1
WWP1	XP_056679325.1
WWP1	XP_056679329.1
WWP1	XP_007488127.2
WWP1	XP_056679330.1
LOC103101574	XP_056677026.1
ATP6V0D2	XP_001378918.2
PSKH2	XP_001378904.2
LOC100029022	XP_056677027.1
WRNIP1	XP_007488118.2
WRNIP1	XP_007488117.2
MYLK4	XP_007488119.1
MYLK4	XP_056679334.1
MYLK4	XP_007488121.1
MYLK4	XP_007488123.1
MYLK4	XP_007488122.1
MYLK4	XP_056679333.1
MYLK4	XP_007488124.1
GMDS	XP_056679336.1
FOXC1	XP_007488114.2
FOXF2	XP_001378770.3
FOXQ1	XP_007488113.2
EXOC2	XP_007488108.1
EXOC2	XP_016287294.1
EXOC2	XP_007488110.1
EXOC2	XP_056679338.1
EXOC2	XP_007488112.1
EXOC2	XP_007488109.1
EXOC2	XP_056679337.1
IRF4	XP_001378726.2
DUSP22	XP_056679341.1
DUSP22	XP_056679339.1
DUSP22	XP_001378681.2
DUSP22	XP_007488107.1
DUSP22	XP_007488106.1
DUSP22	XP_007488105.1
DUSP22	XP_007488104.1
DUSP22	XP_056679342.1
DUSP22	XP_056679340.1
LOC100028661	XP_056679343.1
LOC100028661	XP_056679344.1
LOC100028661	XP_056679345.1
LOC100028661	XP_056679346.1
LOC100028661	XP_056679347.1
LOC100028625	XP_001378611.2
LOC100028625	XP_056679348.1
RIPK1	XP_007488099.2
RIPK1	XP_056679349.1
RIPK1	XP_016287284.2
RIPK1	XP_007488100.2
RIPK1	XP_016287286.2
RIPK1	XP_016287285.2
RIPK1	XP_007488097.2
RIPK1	XP_007488098.2
RIPK1	XP_016287292.2
RIPK1	XP_016287289.2
BPHL	XP_001368273.1
LOC100021064	XP_001368231.1
TUBB2B	XP_001368194.1
PSMG4	XP_003340726.1
SLC22A23	XP_003340725.1
SLC22A23	XP_007488090.1
PXDC1	XP_001368119.1
LOC103096708	XP_056679351.1
LOC103096708	XP_007488087.2
LOC103096708	XP_056679350.1
LOC103096708	XP_056679352.1
PRPF4B	XP_001378453.3
FAM217A	XP_056679356.1
LOC103096117	XP_007488082.1
ECI2	XP_056679353.1
ECI2	XP_056679355.1
ECI2	XP_001368082.4
ECI2	XP_007488084.1
ECI2	XP_056679354.1
CDYL	XP_056679363.1
CDYL	XP_056679360.1
CDYL	XP_056679359.1
CDYL	XP_007488079.1
CDYL	XP_056679364.1
CDYL	XP_056679362.1
CDYL	XP_056679357.1
CDYL	XP_016287276.1
CDYL	XP_056679358.1
CDYL	XP_056679361.1
CDYL	XP_056679365.1
RPP40	XP_001368045.1
PPP1R3G	XP_056676746.1
LYRM4	XP_016287275.1
LYRM4	XP_016287271.1
LYRM4	XP_007488077.3
FARS2	XP_001378305.1
FARS2	XP_007488075.1
NRN1	XP_056679366.1
NRN1	XP_056679367.1
F13A1	XP_001368010.2
LY86	XP_056679369.1
LY86	XP_056679368.1
RREB1	XP_007488069.2
RREB1	XP_007488065.2
RREB1	XP_007488064.2
RREB1	XP_007488070.2
RREB1	XP_056679371.1
RREB1	XP_016287268.2
RREB1	XP_056679370.1
RREB1	XP_056679372.1
LOC130458088	XP_056677029.1
SSR1	XP_007488063.1
SSR1	XP_001367903.1
CAGE1	XP_007488052.2
CAGE1	XP_016287266.2
CAGE1	XP_007488056.2
CAGE1	XP_007488060.2
CAGE1	XP_056679374.1
CAGE1	XP_007488054.2
CAGE1	XP_007488053.2
CAGE1	XP_007488051.2
CAGE1	XP_007488059.2
CAGE1	XP_007488055.2
CAGE1	XP_056679373.1
CAGE1	XP_007488058.2
CAGE1	XP_007488057.2
CAGE1	XP_056679376.1
CAGE1	XP_056679377.1
CAGE1	XP_056679375.1
RIOK1	XP_056679380.1
RIOK1	XP_056679378.1
RIOK1	XP_056679379.1
RIOK1	XP_007488050.1
DSP	XP_001377978.1
DSP	XP_007488049.1
SNRNP48	XP_007488048.1
BMP6	XP_001367822.1
TXNDC5	XP_001377936.4
BLOC1S5	XP_001367782.1
EEF1E1	XP_001377927.1
SLC35B3	XP_007488044.2
SLC35B3	XP_056679381.1
SLC35B3	XP_007488042.2
SLC35B3	XP_056679382.1
SLC35B3	XP_056679383.1
SLC35B3	XP_007488045.2
SLC35B3	XP_001377904.4
SLC35B3	XP_056679384.1
LOC100020149	XP_056679385.1
LOC100020149	XP_056679386.1
LOC100020122	XP_056676847.1
LOC100020122	XP_056676846.1
LOC130458089	XP_056677030.1
LOC103099306	XP_016288115.2
LOC100019911	XP_056679387.1
TFAP2A	XP_007488041.2
TFAP2A	XP_007488039.1
TFAP2A	XP_007488038.1
TFAP2A	XP_001367436.2
TFAP2A	XP_007488035.1
TFAP2A	XP_016287263.1
TFAP2A	XP_007488040.1
LOC100013094	XP_056679388.1
LOC100027131	XP_056679389.1
LOC100027080	XP_056679390.1
LOC100027080	XP_001377481.1
LOC103094078	XP_056676848.1
C3H6orf52	XP_007488025.1
PAK1IP1	XP_007488024.1
PAK1IP1	XP_007488023.1
TMEM14C	XP_007488022.1
MAK	XP_056679395.1
MAK	XP_056679392.1
MAK	XP_056679394.1
MAK	XP_056679391.1
MAK	XP_056679398.1
MAK	XP_056679396.1
MAK	XP_056679393.1
MAK	XP_056679399.1
MAK	XP_056679397.1
GCM2	XP_001377397.1
SYCP2L	XP_056679400.1
ELOVL2	XP_056679405.1
ELOVL2	XP_056679403.1
ELOVL2	XP_056679402.1
ELOVL2	XP_007488009.1
ELOVL2	XP_056679404.1
ELOVL2	XP_056679407.1
ELOVL2	XP_056679408.1
ELOVL2	XP_056679411.1
ELOVL2	XP_007488014.1
ELOVL2	XP_056679410.1
ELOVL2	XP_056679409.1
ELOVL2	XP_056679406.1
ELOVL2	XP_007488013.1
SMIM13	XP_007488006.1
NEDD9	XP_001377297.4
TMEM170B	XP_001377246.3
ADTRP	XP_056679413.1
ADTRP	XP_056679412.1
HIVEP1	XP_056679417.1
HIVEP1	XP_056679416.1
HIVEP1	XP_056679418.1
HIVEP1	XP_056679415.1
HIVEP1	XP_056679414.1
EDN1	XP_001377153.2
PHACTR1	XP_007487996.1
PHACTR1	XP_007488002.1
PHACTR1	XP_056679420.1
PHACTR1	XP_056679419.1
PHACTR1	XP_007488001.1
PHACTR1	XP_016287254.1
PHACTR1	XP_056679421.1
PHACTR1	XP_016287255.1
TBC1D7	XP_007487994.1
TBC1D7	XP_007487995.1
TBC1D7	XP_007487992.1
TBC1D7	XP_007487993.1
GFOD1	XP_001367151.1
GFOD1	XP_007487990.1
SIRT5	XP_056679424.1
SIRT5	XP_056679431.1
SIRT5	XP_056679427.1
SIRT5	XP_056679428.1
SIRT5	XP_056679425.1
SIRT5	XP_056679429.1
SIRT5	XP_056679426.1
NOL7	XP_007487988.2
RANBP9	XP_007487987.1
RANBP9	XP_056679423.1
MCUR1	XP_007487986.2
MCUR1	XP_001377029.2
LOC130458090	XP_056677032.1
RNF182	XP_016287251.1
RNF182	XP_016287248.1
RNF182	XP_016287247.1
RNF182	XP_056679432.1
LOC130458091	XP_056677033.1
CD83	XP_001376792.2
LOC100025936	XP_056676849.1
JARID2	XP_056679433.1
JARID2	XP_056679434.1
JARID2	XP_007487980.2
JARID2	XP_056679436.1
JARID2	XP_007487981.2
JARID2	XP_056679435.1
JARID2	XP_056679437.1
DTNBP1	XP_007487979.2
DTNBP1	XP_016287245.2
MYLIP	XP_001367101.1
MYLIP	XP_056679438.1
GMPR	XP_056679449.1
GMPR	XP_056679450.1
GMPR	XP_056679451.1
ATXN1	XP_016287242.1
ATXN1	XP_056679448.1
ATXN1	XP_056679445.1
ATXN1	XP_056679443.1
ATXN1	XP_056679441.1
ATXN1	XP_007487973.1
ATXN1	XP_007487974.1
ATXN1	XP_056679444.1
ATXN1	XP_056679442.1
ATXN1	XP_016287243.1
ATXN1	XP_056679440.1
ATXN1	XP_016287244.1
LOC107650116	XP_056677034.1
STMND1	XP_007487969.1
RBM24	XP_001376382.1
CAP2	XP_007487968.2
CAP2	XP_056679453.1
CAP2	XP_001376362.2
CAP2	XP_056679452.1
FAM8A1	XP_016288114.2
FAM8A1	XP_056679456.1
FAM8A1	XP_056679458.1
FAM8A1	XP_056679459.1
NUP153	XP_056679455.1
NUP153	XP_056679454.1
KIF13A	XP_007487963.2
KIF13A	XP_056679462.1
KIF13A	XP_007487962.2
KIF13A	XP_001376282.3
KIF13A	XP_056679461.1
KIF13A	XP_007487961.2
KIF13A	XP_007487960.2
KIF13A	XP_056679460.1
KIF13A	XP_056679463.1
NHLRC1	XP_001376254.2
TPMT	XP_001376245.1
TPMT	XP_007487958.1
TPMT	XP_007487957.1
KDM1B	XP_007487955.1
DEK	XP_007487954.1
DEK	XP_056679464.1
DEK	XP_001376206.1
DEK	XP_016287241.1
LOC107651833	XP_056677035.1
RNF144B	XP_007487946.1
RNF144B	XP_007487949.1
RNF144B	XP_056679468.1
RNF144B	XP_056679466.1
RNF144B	XP_007487952.1
RNF144B	XP_007487945.1
RNF144B	XP_056679465.1
RNF144B	XP_056679467.1
RNF144B	XP_007487950.1
ID4	XP_001366955.1
MBOAT1	XP_001375972.2
E2F3	XP_056679470.1
E2F3	XP_056679471.1
E2F3	XP_001366911.1
E2F3	XP_056679473.1
E2F3	XP_016287238.1
E2F3	XP_056679472.1
CDKAL1	XP_001375874.2
CDKAL1	XP_007487942.2
CDKAL1	XP_056679474.1
SOX4	XP_007487941.1
PRL	XP_056676190.1
PRL	NP_001028166.1
NRSN1	XP_001375656.1
DCDC2	XP_001366751.1
DCDC2	XP_056679481.1
DCDC2	XP_056679482.1
DCDC2	XP_056679479.1
DCDC2	XP_056679477.1
DCDC2	XP_056679478.1
DCDC2	XP_056679480.1
DCDC2	XP_056679484.1
DCDC2	XP_056679483.1
MRS2	XP_001375620.2
MRS2	XP_007487939.1
GPLD1	XP_056679489.1
GPLD1	XP_056679490.1
GPLD1	XP_016287235.1
GPLD1	XP_001375600.2
ALDH5A1	XP_056679491.1
KIAA0319	XP_016287233.1
KIAA0319	XP_016287234.1
KIAA0319	XP_056679487.1
KIAA0319	XP_007487934.1
KIAA0319	XP_056679488.1
KIAA0319	XP_007487936.2
TDP2	XP_007487928.1
TDP2	XP_007487929.1
TDP2	XP_056679494.1
TDP2	XP_056679492.1
TDP2	XP_007487927.1
ACOT13	XP_001375508.4
ACOT13	XP_007487931.2
C3H6orf62	XP_001366695.1
C3H6orf62	XP_056679495.1
GMNN	XP_007487923.1
GMNN	XP_007487926.1
GMNN	XP_007487924.1
GMNN	XP_007487925.1
ARMH2	XP_007487917.1
RIPOR2	XP_001375436.2
RIPOR2	XP_007487920.1
RIPOR2	XP_056679497.1
RIPOR2	XP_056679499.1
RIPOR2	XP_056679498.1
RIPOR2	XP_056679500.1
RIPOR2	XP_056679501.1
RIPOR2	XP_056679502.1
RIPOR2	XP_007487922.1
LOC100024047	XP_016287232.1
CARMIL1	XP_001366596.1
CARMIL1	XP_007487911.1
CARMIL1	XP_007487912.1
CARMIL1	XP_056679504.1
SCGN	XP_001375353.2
SCGN	XP_056679505.1
PARD6G	XP_001366488.1
PARD6G	XP_056679507.1
BLOC1S4	XP_001375276.3
BLOC1S4	XP_056679509.1
BLOC1S4	XP_007487900.2
ADNP2	XP_056679508.1
ADNP2	XP_007487905.2
ADNP2	XP_007487904.2
ADNP2	XP_007487902.2
ADNP2	XP_007487901.2
ADNP2	XP_001375253.2
LOC100023754	XP_007487899.1
LOC100023754	XP_007487895.1
LOC100023754	XP_056679510.1
LOC100023754	XP_007487894.1
LOC100023693	XP_056679511.1
RBFA	XP_001375149.2
LOC100023635	XP_007487890.1
LOC100023635	XP_056679512.1
LOC100023635	XP_007487889.1
LOC100023534	XP_001375051.2
LOC100023534	XP_056679513.1
LOC100023534	XP_007487892.1
TXNL4A	XP_001366433.1
TXNL4A	XP_016287225.1
TXNL4A	XP_016287227.1
TXNL4A	XP_016287226.1
HSBP1L1	XP_007487887.1
SLC66A2	XP_001366377.2
SLC66A2	XP_003340715.2
SLC66A2	XP_016287221.1
SLC66A2	XP_056679517.1
SLC66A2	XP_056679518.1
KCNG2	XP_056679516.1
KCNG2	XP_056679515.1
KCNG2	XP_056679514.1
CTDP1	XP_056679520.1
CTDP1	XP_007487884.1
CTDP1	XP_056679519.1
NFATC1	XP_007487880.1
NFATC1	XP_007487882.1
NFATC1	XP_056679521.1
NFATC1	XP_016287217.1
ATP9B	XP_056679525.1
ATP9B	XP_056679524.1
ATP9B	XP_056679523.1
ATP9B	XP_056679522.1
ATP9B	XP_056679526.1
SALL3	XP_056679528.1
SALL3	XP_056679529.1
SALL3	XP_001374606.3
LOC130458095	XP_056677037.1
GALR1	XP_001374339.2
MBP	XP_056679530.1
MBP	XP_016287216.2
MBP	XP_056679534.1
MBP	XP_056679531.1
MBP	XP_056679532.1
MBP	XP_007487868.2
MBP	XP_056679533.1
MBP	XP_016287215.2
MBP	XP_001374254.3
ZNF236	XP_007487866.1
ZNF236	XP_056679537.1
ZNF236	XP_007487864.1
ZNF236	XP_056679536.1
ZNF236	XP_056679535.1
ZNF236	XP_007487862.1
ZNF236	XP_007487861.1
ZNF236	XP_007487865.1
ZNF236	XP_016287214.1
ZNF236	XP_016287213.1
ZNF236	XP_007487867.1
LOC100022319	XP_056679539.1
ZNF516	XP_056679541.1
ZNF516	XP_056679547.1
ZNF516	XP_003340700.4
ZNF516	XP_056679545.1
ZNF516	XP_056679543.1
ZNF516	XP_056679540.1
ZNF516	XP_056679548.1
ZNF516	XP_056679544.1
ZNF516	XP_056679542.1
ZNF516	XP_056679546.1
TSHZ1	XP_056679549.1
PTGR3	XP_056679553.1
PTGR3	XP_056679550.1
PTGR3	XP_056679552.1
PTGR3	XP_001373964.1
PTGR3	XP_056679551.1
PTGR3	XP_016287212.1
ZNF407	XP_007487858.1
ZNF407	XP_016287210.1
ZNF407	XP_056679554.1
CNDP1	XP_056679555.1
CNDP1	XP_056679556.1
CNDP2	XP_001366150.1
CNDP2	XP_007487857.1
CNDP2	XP_056679557.1
DIPK1C	XP_001373669.2
DIPK1C	XP_007487856.1
C3H18orf63	XP_056679558.1
LOC100021477	XP_016287205.1
TIMM21	XP_001373599.1
TIMM21	XP_007487852.1
TIMM21	XP_007487851.1
TIMM21	XP_056679563.1
FBXO15	XP_007487848.1
FBXO15	XP_056679559.1
FBXO15	XP_056679561.1
FBXO15	XP_007487847.1
FBXO15	XP_056679560.1
FBXO15	XP_056679562.1
NETO1	XP_056679565.1
NETO1	XP_056679564.1
NETO1	XP_056679566.1
LOC100020986	XP_056679567.1
CBLN2	XP_056679572.1
CBLN2	XP_056679569.1
CBLN2	XP_056679574.1
CBLN2	XP_056679570.1
CBLN2	XP_056679571.1
CBLN2	XP_056679575.1
CBLN2	XP_056679573.1
LOC100020873	XP_056677040.1
LOC130457984	XP_056676851.1
SOCS6	XP_007487846.1
LOC130458097	XP_056677041.1
RTTN	XP_007487843.1
RTTN	XP_056679576.1
RTTN	XP_056679577.1
RTTN	XP_056679578.1
CD226	XP_007487841.1
DOK6	XP_001365905.2
LOC130458375	XP_056679580.1
CCDC102B	XP_056679581.1
CCDC102B	XP_007487838.1
CCDC102B	XP_007487836.1
TMX3	XP_016287192.1
TMX3	XP_056679584.1
TMX3	XP_007487834.1
TMX3	XP_056679582.1
TMX3	XP_016287193.1
LOC100020165	XP_001372768.2
LOC130458098	XP_056677042.1
DSEL	XP_056679585.1
CDH19	XP_056679587.1
CDH19	XP_056679588.1
CDH19	XP_007487832.2
CDH7	XP_001365666.1
CDH7	XP_016287188.1
LOC100028533	XP_056679589.1
MC2R	XP_007487828.1
MC5R	XP_016287187.1
RNMT	XP_007487825.1
RNMT	XP_001371891.1
FAM210A	XP_056676761.1
FAM210A	XP_016287184.1
FAM210A	XP_007487824.1
FAM210A	XP_007487823.1
FAM210A	XP_016287182.1
FAM210A	XP_016287183.1
LDLRAD4	XP_056676747.1
LDLRAD4	XP_056676752.1
LDLRAD4	XP_056676755.1
LDLRAD4	XP_056676756.1
LDLRAD4	XP_007487815.1
LDLRAD4	XP_056676750.1
LDLRAD4	XP_056676748.1
LDLRAD4	XP_056676751.1
LDLRAD4	XP_056676749.1
LDLRAD4	XP_007487818.1
LDLRAD4	XP_056676754.1
LDLRAD4	XP_056676753.1
LDLRAD4	XP_056676758.1
LDLRAD4	XP_056676760.1
LDLRAD4	XP_056676757.1
LDLRAD4	XP_007487820.1
CEP192	XP_016287178.2
CEP192	XP_056679592.1
CEP192	XP_007487811.2
CEP192	XP_056679594.1
CEP192	XP_056679591.1
CEP192	XP_056679595.1
CEP192	XP_016287179.2
CEP192	XP_007487810.2
CEP192	XP_056679596.1
CEP192	XP_056679597.1
SEH1L	XP_007487808.1
SEH1L	XP_007487809.1
PTPN2	XP_007487803.1
PTPN2	XP_007487804.1
PTPN2	XP_007487802.1
PTPN2	XP_007487805.1
PTPN2	XP_007487806.1
PTPN2	XP_007487807.1
PSMG2	XP_001365541.1
CEP76	XP_001365471.1
CEP76	XP_056679599.1
SPIRE1	XP_016287176.1
SPIRE1	XP_007487799.1
SPIRE1	XP_007487801.1
SPIRE1	XP_007487800.1
PRELID3A	XP_007487797.1
PRELID3A	XP_001365404.1
AFG3L2	XP_007487796.1
AFG3L2	XP_001371403.2
AFG3L2	XP_056679602.1
TUBB6	XP_001365332.1
CIDEA	XP_003340697.3
CIDEA	XP_056679605.1
CIDEA	XP_056679603.1
CIDEA	XP_056679604.1
CIDEA	XP_056679606.1
IMPA2	XP_056679608.1
IMPA2	XP_056679609.1
LOC100013872	XP_056679610.1
MPPE1	XP_056679613.1
MPPE1	XP_056679612.1
MPPE1	XP_056679615.1
MPPE1	XP_007487789.1
MPPE1	XP_056679616.1
GNAL	XP_056679611.1
GNAL	XP_001365136.1
PIEZO2	XP_056679622.1
PIEZO2	XP_056679618.1
PIEZO2	XP_007487784.1
PIEZO2	XP_056679617.1
PIEZO2	XP_056679621.1
PIEZO2	XP_056679619.1
NAPG	XP_001365066.2
NAPG	XP_056679623.1
APCDD1	XP_001370899.1
APCDD1	XP_056679624.1
LOC130458382	XP_056679626.1
LOC100019002	XP_056679627.1
VAPA	XP_001364987.1
RAB31	XP_007487778.1
RAB31	XP_007487775.1
RAB31	XP_056679630.1
PPP4R1	XP_016287175.1
PPP4R1	XP_016287173.1
PPP4R1	XP_016287174.1
PPP4R1	XP_007487779.1
PPP4R1	XP_056679628.1
PPP4R1	XP_007487780.1
PPP4R1	XP_056679629.1
RALBP1	XP_056679634.1
RALBP1	XP_056679633.1
RALBP1	XP_056679631.1
TWSG1	XP_001364916.1
ANKRD12	XP_056679645.1
ANKRD12	XP_056679642.1
ANKRD12	XP_056679636.1
ANKRD12	XP_056679643.1
ANKRD12	XP_056679638.1
ANKRD12	XP_056679644.1
ANKRD12	XP_056679639.1
ANKRD12	XP_056679641.1
ANKRD12	XP_056679635.1
ANKRD12	XP_056679637.1
ANKRD12	XP_007487771.2
ANKRD12	XP_056679646.1
ANKRD12	XP_007487773.2
NDUFV2	XP_007487768.1
NDUFV2	XP_056679647.1
LOC100016386	XP_056676854.1
MTCL1	XP_056679656.1
MTCL1	XP_056679652.1
MTCL1	XP_056679650.1
MTCL1	XP_056679653.1
MTCL1	XP_056679651.1
MTCL1	XP_056679649.1
MTCL1	XP_056679654.1
MTCL1	XP_056679655.1
RAB12	XP_001364776.2
PTPRM	XP_056676762.1
PTPRM	XP_016288295.1
PTPRM	XP_056676763.1
PTPRM	XP_016288294.1
PTPRM	XP_007487765.1
PTPRM	XP_016288296.1
PTPRM	XP_007487767.1
