LOC118853631	XP_036619699.1
CBX3	XP_036615660.1
CBX3	XP_036615658.1
SNX10	XP_036617493.1
SNX10	XP_036617489.1
SNX10	XP_036617490.1
SNX10	XP_036617494.1
SNX10	XP_036617491.1
SKAP2	XP_036617189.1
SKAP2	XP_036617190.1
HOXA1	XP_036617092.1
HOXA2	XP_036616088.1
HOXA3	XP_036616107.1
HOXA4	XP_036616134.1
HOXA5	XP_036615949.1
HOXA6	XP_036616096.1
HOXA7	XP_036616061.1
HOXA9	XP_036616276.1
HOXA10	XP_036616341.1
HOXA10	XP_036616342.1
HOXA11	XP_036614271.1
HOXA13	XP_036618034.1
EVX1	XP_036614599.1
HIBADH	XP_036617502.1
TAX1BP1	XP_036614601.1
TAX1BP1	XP_036614602.1
JAZF1	XP_036614329.1
CREB5	XP_036616308.1
CREB5	XP_036616307.1
TRIL	XP_036617952.1
LOC118852170	XP_036617732.1
CPVL	XP_036617382.1
CPVL	XP_036617384.1
CPVL	XP_036617383.1
CHN2	XP_036616942.1
PRR15	XP_036614792.1
WIPF3	XP_036617016.1
WIPF3	XP_036617017.1
SCRN1	XP_036616970.1
SCRN1	XP_036616971.1
FKBP14	XP_036616351.1
PLEKHA8	XP_036616974.1
LOC118850820	XP_036616369.1
MTURN	XP_036617799.1
ZNRF2	XP_036615202.1
NOD1	XP_036616982.1
NOD1	XP_036616985.1
NOD1	XP_036616980.1
NOD1	XP_036616983.1
NOD1	XP_036616984.1
NOD1	XP_036616981.1
GGCT	XP_036617956.1
ENTPD3	XP_036616845.1
RPL14	XP_036618066.1
GASK1A	XP_036616370.1
POMGNT2	XP_036618022.1
SNRK	XP_036617985.1
ANO10	XP_036617261.1
LOC118851815	XP_036617264.1
LOC118851815	XP_036617262.1
LOC118851815	XP_036617263.1
LOC118850823	XP_036616372.1
LOC118850825	XP_036616373.1
ABHD5	XP_036615032.1
TOPAZ1	XP_036616374.1
TCAIM	XP_036615858.1
TCAIM	XP_036615859.1
TCAIM	XP_036615857.1
TCAIM	XP_036615856.1
TRIM71	XP_036614369.1
CNOT10	XP_036616235.1
CNOT10	XP_036616230.1
CNOT10	XP_036616232.1
CNOT10	XP_036616231.1
CNOT10	XP_036616233.1
DYNC1LI1	XP_036615618.1
CMTM6	XP_036616212.1
CMTM7	XP_036616876.1
CMTM8	XP_036614596.1
GPD1L	XP_036617011.1
OSBPL10	XP_036616010.1
STT3B	XP_036615331.1
LOC118852226	XP_036617802.1
GADL1	XP_036616891.1
TGFBR2	XP_036615579.1
TGFBR2	XP_036615580.1
RBMS3	XP_036615001.1
RBMS3	XP_036615007.1
RBMS3	XP_036615004.1
RBMS3	XP_036615003.1
RBMS3	XP_036615008.1
RBMS3	XP_036615006.1
RBMS3	XP_036615002.1
LOC118849977	XP_036615009.1
LOC118851975	XP_036617481.1
ZCWPW2	XP_036616375.1
AZI2	XP_036615709.1
AZI2	XP_036615704.1
AZI2	XP_036615705.1
AZI2	XP_036615706.1
AZI2	XP_036615707.1
CMC1	XP_036614409.1
CMC1	XP_036614408.1
EOMES	XP_036617557.1
EOMES	XP_036617558.1
SLC4A7	XP_036614923.1
SLC4A7	XP_036614924.1
NEK10	XP_036616338.1
NEK10	XP_036616336.1
NEK10	XP_036616337.1
NEK10	XP_036616339.1
NEK10	XP_036616340.1
LOC118850830	XP_036616377.1
LOC118850831	XP_036616378.1
LOC118850832	XP_036616379.1
LRRC3B	XP_036616909.1
LOC118851536	XP_036616911.1
LOC118850601	XP_036616030.1
OXSM	XP_036614520.1
NGLY1	XP_036617104.1
TOP2B	XP_036616380.1
RARB	XP_036617046.1
THRB	XP_036615138.1
THRB	XP_036615141.1
THRB	XP_036615137.1
THRB	XP_036615139.1
THRB	XP_036615142.1
NR1D2	XP_036615965.1
RPL15	XP_036616791.1
RPL15	XP_036616792.1
NKIRAS1	XP_036616794.1
NKIRAS1	XP_036616796.1
NKIRAS1	XP_036616795.1
NKIRAS1	XP_036616797.1
UBE2E1	XP_036614377.1
UBE2E1	XP_036614376.1
LOC118851517	XP_036616888.1
LOC118849651	XP_036614476.1
LOC118852161	XP_036617721.1
ZNF385D	XP_036616382.1
LOC118849745	XP_036614606.1
SGO1	XP_036614565.1
KAT2B	XP_036616089.1
PP2D1	XP_036616003.1
RAB5A	XP_036616004.1
EFHB	XP_036617657.1
KCNH8	XP_036617266.1
SATB1	XP_036615867.1
SATB1	XP_036615866.1
SATB1	XP_036615868.1
TBC1D5	XP_036614282.1
TBC1D5	XP_036614277.1
TBC1D5	XP_036614279.1
TBC1D5	XP_036614276.1
TBC1D5	XP_036614280.1
TBC1D5	XP_036614278.1
TBC1D5	XP_036614281.1
LOC118849510	XP_036614283.1
PLCL2	XP_036617437.1
PLCL2	XP_036617438.1
PLCL2	XP_036617439.1
DAZL	XP_036617397.1
DAZL	XP_036617395.1
DAZL	XP_036617396.1
RFTN1	XP_036617700.1
OXNAD1	XP_036614456.1
DPH3	XP_036615863.1
GALNT15	XP_036614638.1
GALNT15	XP_036614639.1
ANKRD28	XP_036615201.1
BTD	XP_036616287.1
BTD	XP_036616289.1
HACL1	XP_036615695.1
COLQ	XP_036616383.1
EAF1	XP_036617224.1
METTL6	XP_036614581.1
SH3BP5	XP_036617359.1
SH3BP5	XP_036617358.1
CAPN7	XP_036615899.1
CAPN7	XP_036615900.1
CAPN7	XP_036615901.1
LOC118850843	XP_036616385.1
COL6A5	XP_036616386.1
COL6A6	XP_036616207.1
PIK3R4	XP_036616056.1
ATP2C1	XP_036615120.1
ATP2C1	XP_036615121.1
ASTE1	XP_036614580.1
ASTE1	XP_036614579.1
NEK11	XP_036617841.1
MRPL3	XP_036614505.1
CPNE4	XP_036616387.1
LOC118851915	XP_036617390.1
ACP3	XP_036616976.1
ACP3	XP_036616977.1
DNAJC13	XP_036614810.1
DNAJC13	XP_036614811.1
ACAD11	XP_036615837.1
ACKR4	XP_036615839.1
UBA5	XP_036615905.1
NPHP3	XP_036616008.1
NPHP3	XP_036616009.1
TMEM108	XP_036616388.1
BFSP2	XP_036616389.1
CDV3	XP_036617448.1
CDV3	XP_036617447.1
TOPBP1	XP_036615576.1
TOPBP1	XP_036615578.1
LOC118852094	XP_036617640.1
LOC118852095	XP_036617643.1
LOC118852095	XP_036617642.1
LOC118852095	XP_036617641.1
LOC118852192	XP_036617760.1
LOC118851755	XP_036617177.1
LOC118850631	XP_036616078.1
LOC118851603	XP_036617001.1
LOC118851798	XP_036617238.1
LOC118851438	XP_036616786.1
XCR1	XP_036616390.1
FYCO1	XP_036617903.1
CXCR6	XP_036617905.1
CCR9	XP_036617530.1
LZTFL1	XP_036616859.1
SLC6A20	XP_036614238.1
SLC6A20	XP_036614239.1
SLC6A20	XP_036614240.1
SACM1L	XP_036615664.1
LIMD1	XP_036615678.1
LARS2	XP_036617946.1
TMEM158	XP_036614308.1
CDCP1	XP_036616391.1
CLEC3B	XP_036617100.1
EXOSC7	XP_036614631.1
LOC118850854	XP_036616394.1
ZDHHC3	XP_036615509.1
ZDHHC3	XP_036615510.1
TMEM42	XP_036617312.1
TMEM42	XP_036617313.1
KIF15	XP_036615351.1
KIAA1143	XP_036615352.1
LOC118852143	XP_036617691.1
CTNNB1	XP_036615122.1
CTNNB1	XP_036615124.1
CTNNB1	XP_036615123.1
ULK4	XP_036615382.1
LOC118850235	XP_036615383.1
TRAK1	XP_036615305.1
TRAK1	XP_036615304.1
TRAK1	XP_036615306.1
TRAK1	XP_036615310.1
TRAK1	XP_036615309.1
TRAK1	XP_036615302.1
TRAK1	XP_036615308.1
TRAK1	XP_036615307.1
TRAK1	XP_036615311.1
TRAK1	XP_036615312.1
CCK	XP_036616778.1
EIF1B	XP_036617052.1
LOC118851980	XP_036617486.1
LOC118851980	XP_036617485.1
LOC118851983	XP_036617488.1
LOC118851981	XP_036617487.1
LOC118851451	XP_036616805.1
LOC118851451	XP_036616806.1
LOC118850856	XP_036616395.1
LOC118852274	XP_036617876.1
LOC118849527	XP_036614307.1
LOC118850859	XP_036616396.1
LOC118850860	XP_036616397.1
LOC118850862	XP_036616398.1
LOC118851547	XP_036616923.1
LOC118850863	XP_036616399.1
LOC118850756	XP_036616284.1
LOC118850865	XP_036616401.1
LOC118850866	XP_036616402.1
LOC118852329	XP_036617939.1
TMC2	XP_036616403.1
RPSA	XP_036617218.1
LOC118849591	XP_036614403.1
LOC118849591	XP_036614402.1
LOC118852429	XP_036618069.1
LOC118850870	XP_036616404.1
SLC25A38	XP_036617288.1
LOC118850871	XP_036616405.1
LOC118850873	XP_036616406.1
LOC118851961	XP_036617465.1
CX3CR1	XP_036617372.1
CCR4	XP_036614646.1
GLB1	XP_036615903.1
TMPPE	XP_036615902.1
LOC118849559	XP_036614339.1
SUSD5	XP_036616407.1
SAMD9L	XP_036614332.1
LOC118851872	XP_036617339.1
CDK6	XP_036615543.1
FAM133B	XP_036616408.1
LOC118851885	XP_036617355.1
RBM48	XP_036616245.1
PEX1	XP_036614925.1
GATAD1	XP_036617733.1
LOC118850876	XP_036616410.1
ANKIB1	XP_036617790.1
ANKIB1	XP_036617788.1
LOC118850877	XP_036616411.1
KRIT1	XP_036615864.1
KRIT1	XP_036615865.1
LRRD1	XP_036614529.1
LRRD1	XP_036614530.1
LOC118849983	XP_036615020.1
AKAP9	XP_036615019.1
FZD1	XP_036617413.1
CDK14	XP_036616902.1
CLDN12	XP_036617353.1
GTPBP10	XP_036616128.1
LAS1L	XP_036617768.1
FAM237B	XP_036617763.1
FAM237B	XP_036617762.1
CFAP69	XP_036616248.1
STEAP2	XP_036616777.1
STEAP1	XP_036617948.1
ZNF804B	XP_036616152.1
LOC118850685	XP_036616156.1
LOC118850684	XP_036616155.1
LOC118850682	XP_036616153.1
TEX47	XP_036616154.1
STEAP4	XP_036617479.1
SRI	XP_036615490.1
SRI	XP_036615489.1
ADAM22	XP_036615759.1
DBF4	XP_036617936.1
DBF4	XP_036617933.1
DBF4	XP_036617934.1
SLC25A40	XP_036614392.1
SLC25A40	XP_036614393.1
RUNDC3B	XP_036614943.1
RUNDC3B	XP_036614941.1
RUNDC3B	XP_036614942.1
RUNDC3B	XP_036614940.1
LOC118849937	XP_036614931.1
LOC118849937	XP_036614934.1
LOC118849937	XP_036614933.1
LOC118849937	XP_036614935.1
LOC118849937	XP_036614936.1
LOC118849937	XP_036614938.1
LOC118849937	XP_036614939.1
LOC118849937	XP_036614937.1
LOC118849943	XP_036614948.1
LOC118849943	XP_036614945.1
LOC118849943	XP_036614946.1
LOC118849943	XP_036614947.1
LOC118849943	XP_036614949.1
LOC118850050	XP_036615146.1
LOC118850266	XP_036615425.1
CROT	XP_036614980.1
CROT	XP_036614982.1
CROT	XP_036614977.1
CROT	XP_036614981.1
CROT	XP_036614976.1
OLAH	XP_036616412.1
ACBD7	XP_036617595.1
RPP38	XP_036617582.1
RPP38	XP_036617583.1
NMT2	XP_036617332.1
NMT2	XP_036617333.1
NMT2	XP_036617334.1
FAM171A1	XP_036617327.1
ITGA8	XP_036618089.1
MINDY3	XP_036617180.1
MINDY3	XP_036617181.1
PTER	XP_036616413.1
C1QL3	XP_036616808.1
RSU1	XP_036617267.1
CUBN	XP_036616125.1
TRDMT1	XP_036616083.1
VIM	XP_036617110.1
ST8SIA6	XP_036617105.1
LOC118849637	XP_036614455.1
HACD1	XP_036617754.1
STAM	XP_036614670.1
LOC118849799	XP_036614671.1
TMEM236	XP_036614634.1
MRC1	XP_036615746.1
SLC39A12	XP_036616205.1
SLC39A12	XP_036616206.1
CACNB2	XP_036615107.1
CACNB2	XP_036615108.1
CACNB2	XP_036615106.1
LOC118850029	XP_036615109.1
NSUN6	XP_036618032.1
ARL5B	XP_036615402.1
MALRD1	XP_036616414.1
PLXDC2	XP_036614284.1
LOC118849514	XP_036614285.1
LOC118850884	XP_036616415.1
NEBL	XP_036617853.1
NEBL	XP_036617851.1
LOC118850885	XP_036616416.1
SKIDA1	XP_036617615.1
MLLT10	XP_036615346.1
MLLT10	XP_036615347.1
MLLT10	XP_036615349.1
MLLT10	XP_036615345.1
MLLT10	XP_036615348.1
DNAJC1	XP_036615747.1
LOC118850447	XP_036615748.1
LOC118851820	XP_036617268.1
COMMD3	XP_036615803.1
BMI1	XP_036615802.1
SPAG6	XP_036616901.1
PIP4K2A	XP_036617047.1
ARMC3	XP_036617020.1
MSRB2	XP_036615921.1
LOC118852203	XP_036617772.1
PTF1A	XP_036614719.1
C5H10orf67	XP_036616417.1
OTUD1	XP_036614449.1
KIAA1217	XP_036617418.1
KIAA1217	XP_036617424.1
KIAA1217	XP_036617419.1
KIAA1217	XP_036617425.1
KIAA1217	XP_036617420.1
KIAA1217	XP_036617422.1
KIAA1217	XP_036617421.1
KIAA1217	XP_036617423.1
ARHGAP21	XP_036614809.1
ARHGAP21	XP_036614808.1
PRTFDC1	XP_036616887.1
ENKUR	XP_036616050.1
ENKUR	XP_036616051.1
THNSL1	XP_036616048.1
THNSL1	XP_036616049.1
THNSL1	XP_036616047.1
THNSL1	XP_036616045.1
LOC118850888	XP_036616419.1
GPR158	XP_036617565.1
MYO3A	XP_036617260.1
GAD2	XP_036617614.1
LOC118852263	XP_036617860.1
LOC118850889	XP_036616420.1
PDSS1	XP_036617832.1
LOC118852242	XP_036617833.1
ABI1	XP_036617828.1
ABI1	XP_036617825.1
ABI1	XP_036617823.1
ABI1	XP_036617826.1
ABI1	XP_036617822.1
ABI1	XP_036617831.1
ABI1	XP_036617829.1
ABI1	XP_036617827.1
ABI1	XP_036617830.1
ACBD5	XP_036615135.1
ACBD5	XP_036615136.1
MASTL	XP_036616222.1
MASTL	XP_036616221.1
YME1L1	XP_036615362.1
LOC118850890	XP_036616421.1
PTCHD3	XP_036616422.1
RAB18	XP_036615809.1
MKX	XP_036616959.1
ODAD2	XP_036616423.1
MPP7	XP_036615533.1
LOC118850326	XP_036615534.1
WAC	XP_036615208.1
WAC	XP_036615209.1
BAMBI	XP_036616809.1
MAP3K8	XP_036616858.1
LOC118851698	XP_036617108.1
JCAD	XP_036617568.1
JCAD	XP_036617566.1
JCAD	XP_036617569.1
SVIL	XP_036614479.1
SVIL	XP_036614484.1
SVIL	XP_036614483.1
SVIL	XP_036614477.1
SVIL	XP_036614478.1
SVIL	XP_036614480.1
SVIL	XP_036614481.1
SVIL	XP_036614482.1
ZNF438	XP_036617484.1
ZEB1	XP_036615317.1
ZEB1	XP_036615318.1
ZEB1	XP_036615319.1
LOC118850198	XP_036615320.1
ARHGAP12	XP_036615497.1
ARHGAP12	XP_036615493.1
ARHGAP12	XP_036615491.1
ARHGAP12	XP_036615496.1
ARHGAP12	XP_036615495.1
ARHGAP12	XP_036615492.1
KIF5B	XP_036614714.1
KIF5B	XP_036614713.1
EPC1	XP_036615751.1
EPC1	XP_036615750.1
EPC1	XP_036615752.1
CCDC7	XP_036616424.1
ITGB1	XP_036614895.1
ITGB1	XP_036614894.1
NRP1	XP_036615455.1
NRP1	XP_036615459.1
NRP1	XP_036615458.1
NRP1	XP_036615456.1
PARD3	XP_036617279.1
PARD3	XP_036617280.1
PARD3	XP_036617275.1
PARD3	XP_036617277.1
PARD3	XP_036617272.1
PARD3	XP_036617276.1
PARD3	XP_036617271.1
PARD3	XP_036617273.1
PARD3	XP_036617270.1
PARD3	XP_036617278.1
CUL2	XP_036615916.1
CUL2	XP_036615917.1
CREM	XP_036614684.1
CREM	XP_036614683.1
CREM	XP_036614679.1
CREM	XP_036614680.1
CREM	XP_036614681.1
CREM	XP_036614682.1
CREM	XP_036614689.1
CREM	XP_036614686.1
CREM	XP_036614692.1
CREM	XP_036614688.1
CREM	XP_036614690.1
CREM	XP_036614685.1
CREM	XP_036614691.1
CREM	XP_036614699.1
CREM	XP_036614700.1
CREM	XP_036614695.1
CREM	XP_036614693.1
CREM	XP_036614694.1
CREM	XP_036614696.1
CREM	XP_036614697.1
CCNY	XP_036616132.1
GJD4	XP_036617796.1
FZD8	XP_036617462.1
LOC118851876	XP_036617345.1
LOC118852219	XP_036617794.1
KLF6	XP_036614460.1
PITRM1	XP_036616871.1
LOC118851510	XP_036616873.1
LOC118851510	XP_036616872.1
ADARB2	XP_036616426.1
LOC118849631	XP_036614447.1
WDR37	XP_036616202.1
LOC118850711	XP_036616203.1
IDI1	XP_036617175.1
LOC118850909	XP_036616428.1
LOC118851776	XP_036617212.1
LOC118850910	XP_036616429.1
LOC118850911	XP_036616430.1
GTPBP4	XP_036617645.1
GTPBP4	XP_036617647.1
LARP4B	XP_036615343.1
LARP4B	XP_036615344.1
LARP4B	XP_036615342.1
DIP2C	XP_036615034.1
ZMYND11	XP_036617959.1
ZMYND11	XP_036617960.1
ZMYND11	XP_036617961.1
VIPR2	XP_036617495.1
VIPR2	XP_036617496.1
LOC118849619	XP_036614438.1
DYNC2I1	XP_036617858.1
ESYT2	XP_036615012.1
ESYT2	XP_036615010.1
ESYT2	XP_036615011.1
NCAPG2	XP_036616095.1
LOC118850627	XP_036616077.1
LOC118850912	XP_036616431.1
LOC118850913	XP_036616432.1
DNAJB6	XP_036614868.1
DNAJB6	XP_036614870.1
DNAJB6	XP_036614869.1
DNAJB6	XP_036614871.1
DNAJB6	XP_036614872.1
UBE3C	XP_036615959.1
UBE3C	XP_036615960.1
UBE3C	XP_036615958.1
MNX1	XP_036618054.1
NOM1	XP_036617842.1
LOC118849660	XP_036614491.1
LOC118849660	XP_036614492.1
LMBR1	XP_036617139.1
RNF32	XP_036616433.1
LOC118850918	XP_036616434.1
SHH	XP_036617755.1
RBM33	XP_036614771.1
RBM33	XP_036614770.1
RBM33	XP_036614772.1
CNPY1	XP_036617150.1
CNPY1	XP_036617147.1
CNPY1	XP_036617149.1
EN2	XP_036614336.1
INSIG1	XP_036616014.1
INSIG1	XP_036616015.1
HTR5A	XP_036614333.1
PAXIP1	XP_036616365.1
PAXIP1	XP_036616366.1
DPP6	XP_036615422.1
LOC118850263	XP_036615423.1
LOC118850921	XP_036616436.1
LOC118851846	XP_036617309.1
ACTR3B	XP_036617774.1
XRCC2	XP_036616437.1
CCT8L2	XP_036614623.1
KMT2C	XP_036614998.1
KMT2C	XP_036614996.1
KMT2C	XP_036614997.1
KMT2C	XP_036614999.1
GALNT11	XP_036617749.1
GALNT11	XP_036617750.1
LOC118851965	XP_036617469.1
LOC118852356	XP_036617970.1
PRKAG2	XP_036614420.1
PRKAG2	XP_036614421.1
LOC118849609	XP_036614422.1
RHEB	XP_036617912.1
CRYGN	XP_036614412.1
WDR86	XP_036616439.1
NUB1	XP_036615861.1
NUB1	XP_036615860.1
NUB1	XP_036615862.1
SMARCD3	XP_036615909.1
SMARCD3	XP_036615908.1
CHPF2	XP_036615907.1
LOC118849881	XP_036614851.1
LOC118849881	XP_036614852.1
LOC118850927	XP_036616440.1
IQCA1L	XP_036616441.1
ASB10	XP_036614854.1
ASB10	XP_036614853.1
GBX1	XP_036616835.1
GBX1	XP_036616836.1
AGAP3	XP_036616832.1
AGAP3	XP_036616831.1
AGAP3	XP_036616830.1
AGAP3	XP_036616829.1
AGAP3	XP_036616834.1
AGAP3	XP_036616833.1
TMUB1	XP_036614434.1
SLC4A2	XP_036616085.1
SLC4A2	XP_036616087.1
SLC4A2	XP_036616086.1
CDK5	XP_036614255.1
ASIC3	XP_036616442.1
ABCB8	XP_036617197.1
ATG9B	XP_036614604.1
NOS3	XP_036617702.1
KCNH2	XP_036617630.1
KCNH2	XP_036617631.1
AOC1	XP_036617585.1
AOC1	XP_036617584.1
LOC118850385	XP_036615637.1
LOC118850386	XP_036615638.1
LOC118850390	XP_036615644.1
LOC118850930	XP_036616443.1
LOC118849948	XP_036614954.1
LOC118849951	XP_036614956.1
LOC118849951	XP_036614957.1
LOC118849951	XP_036614958.1
LOC118849952	XP_036614960.1
LOC118849952	XP_036614961.1
LOC118849952	XP_036614959.1
LOC118849952	XP_036614963.1
LOC118849952	XP_036614964.1
LOC118849952	XP_036614962.1
LOC118851618	XP_036617019.1
LOC118850288	XP_036615473.1
LOC118850936	XP_036616445.1
LOC118849892	XP_036614874.1
LOC118849892	XP_036614875.1
LOC118849893	XP_036614879.1
LOC118849893	XP_036614878.1
LOC118849893	XP_036614877.1
LOC118849894	XP_036614880.1
LOC118849895	XP_036614881.1
LOC118849896	XP_036614883.1
LOC118849896	XP_036614882.1
GIMAP6	XP_036615869.1
LOC118850185	XP_036615297.1
LOC118850185	XP_036615296.1
LOC118850185	XP_036615298.1
LOC118850387	XP_036615639.1
LOC118850387	XP_036615641.1
LOC118850937	XP_036616446.1
ZNF775	XP_036617344.1
ZNF775	XP_036617343.1
REPIN1	XP_036615737.1
REPIN1	XP_036615738.1
RARRES2	XP_036617819.1
RARRES2	XP_036617818.1
RARRES2	XP_036617820.1
LRRC61	XP_036616852.1
LRRC61	XP_036616854.1
LRRC61	XP_036616855.1
LOC118849596	XP_036614410.1
LOC118850938	XP_036616447.1
LOC118850162	XP_036615268.1
LOC118850941	XP_036616449.1
LOC118850942	XP_036616450.1
LOC118850943	XP_036616451.1
LOC118850944	XP_036616452.1
LOC118850945	XP_036616453.1
LOC118849809	XP_036614715.1
LOC118850948	XP_036616454.1
LOC118850950	XP_036616456.1
ATP6V0E2	XP_036616353.1
ATP6V0E2	XP_036616354.1
LOC118850805	XP_036616355.1
ZNF862	XP_036614293.1
ZNF862	XP_036614294.1
LOC118850951	XP_036616457.1
ZNF467	XP_036617346.1
ZNF467	XP_036617347.1
ZNF467	XP_036617348.1
LOC118849969	XP_036614989.1
LOC118849969	XP_036614988.1
KRBA1	XP_036614984.1
KRBA1	XP_036614983.1
ZNF746	XP_036614987.1
ZNF746	XP_036614986.1
ZNF777	XP_036614985.1
LOC118849970	XP_036614990.1
ZNF783	XP_036617461.1
ZNF212	XP_036617375.1
ZNF282	XP_036616870.1
ZNF398	XP_036616119.1
LOC118849520	XP_036614297.1
LOC118849520	XP_036614296.1
LOC118850952	XP_036616458.1
LOC118850953	XP_036616459.1
LOC118850954	XP_036616460.1
PDIA4	XP_036616135.1
EZH2	XP_036616346.1
EZH2	XP_036616348.1
EZH2	XP_036616347.1
EZH2	XP_036616349.1
CUL1	XP_036615405.1
CUL1	XP_036615404.1
LOC118850956	XP_036616461.1
LOC118850957	XP_036616463.1
LOC118850539	XP_036615898.1
LOC118850538	XP_036615897.1
LOC118850537	XP_036615896.1
LOC118850961	XP_036616464.1
LOC118850962	XP_036616465.1
LOC118851744	XP_036617160.1
LOC118851744	XP_036617161.1
LOC118852062	XP_036617597.1
LOC118850632	XP_036616079.1
LOC118850966	XP_036616466.1
NOBOX	XP_036616467.1
LOC118849685	XP_036614524.1
LOC118852086	XP_036617629.1
LOC118852174	XP_036617737.1
LOC118852174	XP_036617736.1
LOC118850968	XP_036616469.1
ARHGEF5	XP_036616824.1
ARHGEF5	XP_036616825.1
LOC118851687	XP_036617097.1
LOC118851505	XP_036616868.1
LOC118851495	XP_036616857.1
LOC118851492	XP_036616851.1
LOC118851492	XP_036616850.1
LOC118851494	XP_036616856.1
LOC118851578	XP_036616964.1
LOC118851439	XP_036616787.1
LOC118851428	XP_036616771.1
LOC118851422	XP_036616765.1
LOC118851430	XP_036616773.1
LOC118851429	XP_036616772.1
LOC118851458	XP_036616812.1
LOC118851459	XP_036616813.1
LOC118851460	XP_036616814.1
LOC118850972	XP_036616470.1
LOC118852082	XP_036617621.1
LOC118852116	XP_036617671.1
LOC118850973	XP_036616471.1
LOC118850974	XP_036616472.1
LOC118850976	XP_036616473.1
LOC118850977	XP_036616474.1
LOC118850978	XP_036616475.1
LOC118850979	XP_036616477.1
LOC118850980	XP_036616478.1
LOC118850091	XP_036615180.1
LOC118849905	XP_036614892.1
LOC118850981	XP_036616479.1
LOC118849783	XP_036614645.1
LOC118850982	XP_036616480.1
LOC118849856	XP_036614800.1
LOC118849901	XP_036614887.1
LOC118849900	XP_036614886.1
LOC118849904	XP_036614891.1
LOC118850984	XP_036616481.1
LOC118849854	XP_036614798.1
LOC118849853	XP_036614797.1
LOC118849899	XP_036614885.1
LOC118850985	XP_036616482.1
LOC118849806	XP_036614712.1
EPHA1	XP_036614837.1
EPHA1	XP_036614838.1
ZYX	XP_036614840.1
TAS2R60	XP_036616484.1
FAM131B	XP_036618014.1
CLCN1	XP_036616761.1
CASP2	XP_036616903.1
CASP2	XP_036616904.1
TMEM139	XP_036616917.1
TMEM139	XP_036616916.1
LOC118850321	XP_036615531.1
LOC118850321	XP_036615530.1
GSTK1	XP_036615532.1
TAS2R40	XP_036616485.1
LOC118850988	XP_036616486.1
LOC118850989	XP_036616487.1
LOC118850658	XP_036616120.1
LOC118850990	XP_036616488.1
LOC118850176	XP_036615283.1
LOC118849906	XP_036614893.1
LOC118850991	XP_036616489.1
LOC118850992	XP_036616491.1
LOC118850993	XP_036616492.1
LOC118850995	XP_036616493.1
KEL	XP_036617179.1
LLCFC1	XP_036614650.1
TRPV5	XP_036617119.1
LOC118851598	XP_036616995.1
EPHB6	XP_036617018.1
LOC118850623	XP_036616072.1
LOC118850679	XP_036616149.1
LOC118850679	XP_036616148.1
LOC118850996	
LOC118850488	
LOC118850997	
LOC118850482	
LOC118850486	XP_036615813.1
LOC118850485	XP_036615812.1
LOC118850487	XP_036615815.1
LOC118850483	XP_036615811.1
LOC118850483	XP_036615810.1
LOC118850998	
LOC118850999	
LOC118851000	
LOC118851001	
LOC118851002	
LOC118851003	
LOC118851004	XP_036616495.1
LOC118851005	XP_036616496.1
LOC118850489	XP_036615816.1
LOC118851007	
LOC118850655	XP_036616114.1
LOC118850557	XP_036615923.1
LOC118850557	XP_036615924.1
LOC118851008	XP_036616498.1
LOC118849731	XP_036614582.1
LOC118851010	XP_036616499.1
TAS2R38	XP_036618078.1
CLEC5A	XP_036616500.1
LOC118850065	XP_036615160.1
LOC118850047	XP_036615143.1
LOC118849823	XP_036614735.1
LOC118849823	XP_036614734.1
LOC118852430	XP_036618070.1
LOC118849639	XP_036614457.1
TAS2R5	XP_036616502.1
LOC118849772	XP_036614633.1
LOC118851014	XP_036616503.1
LOC118851015	XP_036616504.1
LOC118851016	XP_036616505.1
LOC118851017	XP_036616506.1
LOC118851018	XP_036616507.1
LOC118851022	XP_036616508.1
LOC118851023	XP_036616510.1
LOC118851024	XP_036616511.1
LOC118851026	XP_036616512.1
SSBP1	XP_036616213.1
WEE2	XP_036616513.1
DENND11	XP_036617308.1
AGK	XP_036614378.1
TMEM178B	XP_036614405.1
LOC118849593	XP_036614406.1
MRPS33	XP_036616323.1
MRPS33	XP_036616322.1
BRAF	XP_036617354.1
NDUFB2	XP_036616352.1
ADCK2	XP_036614624.1
DENND2A	XP_036617667.1
DENND2A	XP_036617665.1
MKRN1	XP_036616860.1
MKRN1	XP_036616862.1
MKRN1	XP_036616861.1
RAB19	XP_036614574.1
RAB19	XP_036614573.1
SLC37A3	XP_036616139.1
SLC37A3	XP_036616143.1
SLC37A3	XP_036616140.1
SLC37A3	XP_036616142.1
KDM7A	XP_036615095.1
PARP12	XP_036615665.1
TBXAS1	XP_036615950.1
HIPK2	XP_036615451.1
HIPK2	XP_036615452.1
HIPK2	XP_036615449.1
HIPK2	XP_036615446.1
HIPK2	XP_036615448.1
HIPK2	XP_036615447.1
HIPK2	XP_036615450.1
HIPK2	XP_036615453.1
HIPK2	XP_036615454.1
CLEC2L	XP_036617381.1
CLEC2L	XP_036617380.1
KLRG2	XP_036614423.1
LOC118849763	XP_036614625.1
LOC118849763	XP_036614627.1
LOC118849763	XP_036614626.1
FMC1	XP_036614628.1
UBN2	XP_036616937.1
TTC26	XP_036616000.1
TTC26	XP_036616001.1
ZC3HAV1	XP_036614761.1
ZC3HAV1	XP_036614760.1
ZC3HAV1	XP_036614762.1
LOC118851926	XP_036617408.1
LOC118851926	XP_036617409.1
